id	movie_id	movie_name	user_id	ctime	message
10551	7067	Марсианин	50666	2015-10-12 22:10:04.239837+03	В классике Америки.  Затянуто в конце пропадает весь интерес, а в целом фильм не плохой!
10550	6855	Мир Юрского периода	54540	2015-10-12 21:33:20.627076+03	Отличный фильм
10549	7422	Стажер	71396	2015-10-12 21:24:45.674522+03	Фильм неплохой, но, все-таки, скучный. Но один раз посмотреть вполне можно
10545	7067	Марсианин	72080	2015-10-12 16:11:25.647728+03	Ридли Скот как всегда на высоте 
10544	7067	Марсианин	72074	2015-10-12 15:26:23.240956+03	Отличный семейный фильм. Жизнеутверждающе, смешно и поучительно. Космический Робинзон Крузо получился. Не понятно почему 16+
10542	7437	Пэн: Путешествие в Нетландию	72052	2015-10-12 14:42:37.236728+03	Классный фильм
10539	7067	Марсианин	46208	2015-10-12 13:37:54.840627+03	Фильм удался! Но, по сравнению с книгой, многое упущено. Читайте книгу.
10537	7067	Марсианин	66751	2015-10-12 11:42:05.484246+03	Лукашенко фильм одобрил
10536	7067	Марсианин	32616	2015-10-12 10:25:25.772424+03	Скукотища
10535	7067	Марсианин	48026	2015-10-12 09:41:18.149387+03	Достойное продолжение Гравитации и Интерстеллара! По-больше бы таких фильмов!!!
10534	3782	Интерстеллар	56857	2015-10-12 09:37:03.256171+03	Бомба
10533	6871	Шпион	56857	2015-10-12 09:35:34.631791+03	Достойная комедия 
10532	7041	Человек-муравей	56857	2015-10-12 09:34:14.094607+03	Круто
10531	7067	Марсианин	56857	2015-10-12 09:33:51.323623+03	Ожидал не меньше Интерстеллара ..., оказалось все печально и банально. Скорее комедия 
10530	7288	Каникулы	66690	2015-10-12 08:02:24.100388+03	U
10529	7067	Марсианин	29673	2015-10-12 07:37:43.650937+03	Достойно, держит практически всё время и до самого окончания фильма.
10528	7067	Марсианин	72019	2015-10-12 06:35:57.504813+03	Прекрасный фильм! Эмоции просто зашкаливают! Очень круто!))) я в восторге)) 
10527	7067	Марсианин	44477	2015-10-12 02:34:50.470286+03	Великолепный фильм!
10518	7067	Марсианин	71998	2015-10-11 23:31:35.988798+03	Поставила бы 3.5, но нельзя. А до 4 не дотянуло.
10516	7067	Марсианин	21937	2015-10-11 23:10:26.089156+03	Во первых это красиво!!!
10515	7432	Легенда	12755	2015-10-11 23:08:44.952617+03	Отличное приложение !! 
10514	7067	Марсианин	67641	2015-10-11 23:08:33.138492+03	Один из самых слабых фильмов Скотта, и один из самых слабых же фантастических фильмов последних лет. И Гравитация, и Интерстеллар, и Обливион, и Элизиум - все на голову выше по всем фронтам. К тому же, скучновато и сильно затянуто.
10512	7067	Марсианин	18818	2015-10-11 22:56:22.00958+03	Очень крутой, динамичный и иногда весёлый фильм. 
10510	7067	Марсианин	59213	2015-10-11 22:53:49.293317+03	Отличный фильм! Поднимает настроение, финальная песня порадовала как ни когда )))
10505	7422	Стажер	71991	2015-10-11 22:23:17.912493+03	Рекомендовано:-)
10501	7292	Эверест	71894	2015-10-11 21:30:00.071231+03	Тяжёлый фильм, после просмотра вышел из зала с осадком  
10500	7067	Марсианин	13504	2015-10-11 21:02:50.761952+03	Очень интересный и захватывающий фильм.
10496	7067	Марсианин	71974	2015-10-11 20:33:04.150122+03	Хороший фильм. Всем советую посмотреть. 
10490	7439	Прогулка	43248	2015-10-11 19:59:08.603012+03	Zemeсkis at his best!
10485	7437	Пэн: Путешествие в Нетландию	71911	2015-10-11 18:58:39.074138+03	На один раз.
10481	7067	Марсианин	65462	2015-10-11 18:22:14.133215+03	Отличный фильм!  Однозначно, рекомендую посмотреть!
10477	7067	Марсианин	59151	2015-10-11 17:54:58.086348+03	Божественный! 
10476	7067	Марсианин	18711	2015-10-11 17:46:50.952658+03	Хороший фильм
10474	7067	Марсианин	48059	2015-10-11 17:10:56.206555+03	неплохой фильм 
10472	7067	Марсианин	38056	2015-10-11 17:00:45.875203+03	не хватает экшена
10470	7337	Бегущий в лабиринте: Испытание огнем	62480	2015-10-11 16:43:14.084275+03	Так себе кинцо
10469	7422	Стажер	62480	2015-10-11 16:42:48.907326+03	Бузупречный фильм 
10465	7437	Пэн: Путешествие в Нетландию	54935	2015-10-11 15:57:18.458688+03	Супер! Нам очень понравился фильм. Красочный и захватывающий! 
10463	7228	Любовь	70328	2015-10-11 15:47:18.050282+03	Самый лучший стёб над 3d-фильмами )
10459	7067	Марсианин	3729	2015-10-11 15:39:08.093877+03	Potato-iron-man *) 
10456	7422	Стажер	70641	2015-10-11 15:16:02.544755+03	Я плакаль. 
10453	7067	Марсианин	71911	2015-10-11 14:56:53.735362+03	Один из самых шикарных фильмов, что я видел про космос!
10452	7067	Марсианин	69656	2015-10-11 14:55:32.241162+03	Оочень, понравился фильм!!
10447	7067	Марсианин	46276	2015-10-11 13:49:02.624608+03	Это было мощно
10446	6999	Терминатор: Генезис	71891	2015-10-11 13:42:42.05028+03	Испортили... Терминатор стал каким то сопливым дедом
10445	6668	Миньоны	71891	2015-10-11 13:42:05.202866+03	Для детей... и то даже им будет скучно
10444	6950	Третий лишний 2	71891	2015-10-11 13:41:02.387247+03	Чушня
10443	5417	Безумный Макс: Дорога ярости	71891	2015-10-11 13:40:21.335496+03	Фильм просто бомба!
10438	7067	Марсианин	47034	2015-10-11 12:53:53.069512+03	наиглупейший фильм.
10435	7067	Марсианин	25313	2015-10-11 12:18:35.431042+03	Хороший, но не очень!
10434	7067	Марсианин	59978	2015-10-11 12:06:47.051298+03	Местами затянуто, но в целом шик!
10433	7067	Марсианин	66572	2015-10-11 10:57:42.908115+03	Достойный фильм
10432	7067	Марсианин	55430	2015-10-11 10:39:08.314046+03	Супер 
10429	7479	Воин	71863	2015-10-11 10:12:40.308179+03	Фильм легендарный, история о том, как человек пытался раздобыть деньги на операцию для дочери честным трудом, было много смешных моментов, а концовка- просто до слёз) Рекомендую!
10428	7067	Марсианин	71860	2015-10-11 09:52:27.985659+03	Фильм хороший, но есть несколько "но": - несколько совсем надуманных эпизодов. - Окончание ну уж очень похоже на сюжет фильма Гравитация - 3D -эффекты достаточно редко используются в фильме В целом рекомендую, 2 часа времени потрачено не зря
10426	7067	Марсианин	69329	2015-10-11 09:26:21.994102+03	Отличный фильм
10425	7067	Марсианин	45311	2015-10-11 06:37:30.640561+03	Очень зрелищный фильм! Мэт, как всегда на высоте!!!
10415	7439	Прогулка	71834	2015-10-11 01:09:46.623156+03	Шляпный фильм, весь фильм привязывает канат, потом по нему идет. Не сюжета, не идеи. Провал
10408	7067	Марсианин	64948	2015-10-11 00:21:54.420603+03	Без характеров и интриги. Приторно-сладкий да ещё и с пропагандой. Давно таких отстойных фильмов не видел. Ридли Скотт все хуже
10407	7067	Марсианин	71775	2015-10-11 00:13:55.833735+03	Хорошая история ценности одной человеческой жизни перед Богом.
10403	7067	Марсианин	33990	2015-10-10 23:23:30.15102+03	Отличный фильм!!!
10397	7067	Марсианин	71734	2015-10-10 22:31:48.188528+03	Стоит того, чтобы посмотреть! Но америкосы, как всегда в своём жанре!
10396	7067	Марсианин	71703	2015-10-10 22:29:43.371241+03	Очень понравилось
10394	7067	Марсианин	69430	2015-10-10 22:13:08.148372+03	Фильм шикарный!!!
10384	7067	Марсианин	71792	2015-10-10 20:26:26.872297+03	Хороший позитивный фильм.
10382	7067	Марсианин	66478	2015-10-10 20:12:14.611942+03	Классный фильм
10381	7432	Легенда	37484	2015-10-10 20:05:46.585506+03	Много Тома Харди много не бывает (с)
10378	7067	Марсианин	71785	2015-10-10 19:57:11.506646+03	Потрясающий фильм! Мало такого качественного в последнее время. 
10377	7067	Марсианин	71783	2015-10-10 19:39:13.900747+03	A bit longer, but good, very good!
10374	7067	Марсианин	43248	2015-10-10 19:06:43.997957+03	Дорого, ярко, забавно, но так и не дождался каких-то интересных отклонений от книги
10373	7067	Марсианин	70907	2015-10-10 19:06:11.460776+03	хороший. нудный.
10367	7067	Марсианин	13641	2015-10-10 18:35:09.555522+03	Потрясающий фильм! Очень красивый и захватывающий. Никто не останется равнодушным. 10 из 10. 
10365	7067	Марсианин	62779	2015-10-10 18:32:46.049872+03	Достойная экранизация бестселлера. 
10356	7067	Марсианин	43847	2015-10-10 17:04:02.062755+03	Отличный фильм
10355	7067	Марсианин	49064	2015-10-10 17:00:44.407742+03	Отличный фильм!
10350	6999	Терминатор: Генезис	54540	2015-10-10 16:00:03.937384+03	Шняга
10347	6855	Мир Юрского периода	64722	2015-10-10 15:14:47.142935+03	Семейное кино, ничем особо не зацепило
10346	7067	Марсианин	42381	2015-10-10 15:10:08.053652+03	Дичь! Научись читать и читай книги! 
10342	7067	Марсианин	63136	2015-10-10 14:59:50.040601+03	2,5 часа прошли как 5 минут! Картина зрелищная, с огромным количеством спец эффектов! Смотреть только в кинотеатре! 
10339	7067	Марсианин	66861	2015-10-10 14:35:15.079871+03	Фильм СУПЕР!!! 
10335	7067	Марсианин	71623	2015-10-10 14:04:48.760826+03	отличный фильм о борьбе человека со стихией и обстоятельствами
10331	7439	Прогулка	23337	2015-10-10 13:27:43.952144+03	Милая сказочка 
10330	7067	Марсианин	70855	2015-10-10 13:17:35.580466+03	Фильм превосходный !
10326	7067	Марсианин	71633	2015-10-10 13:01:55.865628+03	раз можно посмотреть  
10325	7067	Марсианин	62083	2015-10-10 12:58:35.73882+03	Брезент тащит!)))))))
10319	7067	Марсианин	39440	2015-10-10 10:12:32.931383+03	Хороший, очень интересный и познавательный фильм! На одном дыхании! С долей прекрасного юмора, смекалкой и научными фишками. Красивые кадры, отличная работа оператора, а также сама задумка фильма 
10312	7439	Прогулка	17982	2015-10-10 01:28:31.289249+03	Нудный, скучный, не динамичный.
10311	7067	Марсианин	71617	2015-10-10 01:23:20.777416+03	Думал, что будет более захватывающий сюжет. Ожидал большего...
10309	7067	Марсианин	7487	2015-10-10 01:05:31.510285+03	Не передаёт ощущения книги. Но в целом очень даже хорошо!
10308	7067	Марсианин	15871	2015-10-10 00:28:45.749035+03	Отличный фильм, всем любителям фантастики рекомендую.
10303	7437	Пэн: Путешествие в Нетландию	57889	2015-10-09 23:33:25.081111+03	Фильм отпадный <3<3<3
10299	7067	Марсианин	70531	2015-10-09 22:48:48.128972+03	Вполне достойная экранизация книги 
10287	7067	Марсианин	71275	2015-10-09 21:19:57.37008+03	Фильм огонь! Очень интересный, смотрится легко даже не смотря на то что длинный! Все скорее за билетами! Всем смотреть!!! 
10283	7067	Марсианин	70036	2015-10-09 21:00:48.17324+03	это прекрасно!
10282	7067	Марсианин	9098	2015-10-09 20:49:33.439673+03	Это как если бы Куаро и Нолан вместо Гравитации и интерстеллара сняли вместе один фильм. 
10281	7067	Марсианин	31554	2015-10-09 20:37:26.050627+03	Вау! Ридли , Деймон, Марс, первичные правила выживания!! Превосходно 
10273	7067	Марсианин	18160	2015-10-09 19:15:59.283024+03	Топ!
10268	7021	Синистер 2	71534	2015-10-09 17:59:41.542593+03	Фильм не понравился
10265	7423	Врата тьмы	58447	2015-10-09 17:21:54.910187+03	Сюжет нулевой, 2 страшных момента (даже просто резких), развязка очень быстрая и неинтересная, актеры не подходят для фильма ужасов. Крайне НЕ рекомендую 
10264	7067	Марсианин	71526	2015-10-09 17:20:35.468861+03	Классный фильм. Очень весёлый и добрый. 
10262	7063	Миссия невыполнима: Племя изгоев	22481	2015-10-09 16:49:11.032327+03	Шутерок на вечерок
10259	7067	Марсианин	68788	2015-10-09 14:20:42.79506+03	Крутой фильм!!!
10258	4267	Посвященный	12153	2015-10-09 13:25:20.524006+03	Отличный фильм, рекомендую!!!
10256	6855	Мир Юрского периода	71461	2015-10-09 12:32:50.479775+03	Оригинальный фильм лучше. Тут много абсурдных моментов. Но все равно круто
10255	7067	Марсианин	65032	2015-10-09 12:21:49.524087+03	Ожидал большего. Как то не испытал никаких эмоций. 
10253	7067	Марсианин	14538	2015-10-09 11:28:58.952934+03	Отличный фильм
10252	7067	Марсианин	61129	2015-10-09 07:50:19.581249+03	сходить нужно 
10251	7067	Марсианин	11226	2015-10-09 07:43:04.058666+03	Марсианин - клевое кино. Но не всем понравится) Длинное, без экшена, без колдунов и вертолёт не взрывается. Робинзон Крузо.
10232	7067	Марсианин	67919	2015-10-08 23:17:30.107713+03	Понравилось
10231	7067	Марсианин	7159	2015-10-08 23:03:41.030752+03	Отлично! Интересно, без соплей и с юмором)
10229	7067	Марсианин	28651	2015-10-08 22:40:25.088399+03	Ридли Скот чета подкачал, "Чужой" был круче.
10226	7292	Эверест	58148	2015-10-08 22:24:09.73817+03	Обожаю фильмы на реальных событиях, честно, шла на просмотр и не думала что фильм будет до такой степени интересный и захватывающий!!! Я в восторге! Всем советую!
10223	7067	Марсианин	71271	2015-10-08 21:57:48.734731+03	Бесподобно, были несостыковки сценария с книгой, но в целом прекрасно!
10221	7439	Прогулка	67036	2015-10-08 21:49:43.123007+03	Очень эффектно!!!
10220	7067	Марсианин	16466	2015-10-08 21:46:07.945033+03	Потрясающий фильм! В конце уже умираешь от напряжения!
10215	7067	Марсианин	71391	2015-10-08 21:09:36.643577+03	очень захватывающий
10198	7422	Стажер	29392	2015-10-07 23:42:32.458223+03	10 из 5. Очень добрый и хороший фильм. Оставил самые положительные эмоции!!
10197	7480	Атака титанов. Фильм второй: Конец света	55587	2015-10-07 23:40:39.78547+03	несмотря на сильно перекроенный сюжет, что опечалило после просмотра первой части, фильм понравился. правда очень не хватало капрала Леви))) рекомендую к просмотру, особенно фанатам аниме и манги, спецэффекты достойные, экшна много!
10189	7422	Стажер	44985	2015-10-07 20:01:02.826149+03	Фильм очень позитивный и с отличным юмором! Рекомендую!!!
10188	7432	Легенда	1013	2015-10-07 14:00:28.520161+03	Говно!
10187	7422	Стажер	61252	2015-10-07 13:29:14.61942+03	Отличный фильм!
10186	7436	Половое воспитание	64446	2015-10-07 12:00:29.829514+03	Фильм потрясающий,который заставляет задумываться о многих вещах. Но концовка подвела немного)
10183	7422	Стажер	46882	2015-10-07 10:15:32.786303+03	Отличный фильм
10182	7432	Легенда	71161	2015-10-07 09:06:39.92378+03	Эта история не о супер "месиве" как все привыкли к гангстерским фильмам. Это история, в которой повествуют события братьев близнецов и их жизненный нрав...
10181	7483	МУЛЬТ в кино. Выпуск №15	9041	2015-10-07 08:47:10.546519+03	Ребёнку понравилось, а это самое главное. 
10178	7432	Легенда	3681	2015-10-06 23:26:33.024277+03	Том Харди великолепен! Шутки тоже. 
10174	4785	Пятьдесят оттенков серого	21763	2015-10-06 19:58:39.971654+03	На любителя. Типо 3 метра над уровнем неба и сумерки.
10173	5417	Безумный Макс: Дорога ярости	21763	2015-10-06 19:57:26.342547+03	В целом не плохо, но Харди считаю не очень подходит на эту роль 
10172	6855	Мир Юрского периода	21763	2015-10-06 19:56:12.611529+03	Отличное кино! Осовремененная версия первой части
10171	6950	Третий лишний 2	21763	2015-10-06 19:55:40.512846+03	Очередной тупой пиздец
10170	5413	Убрать из друзей	21763	2015-10-06 19:55:18.182602+03	На любителя жанра. В кино можно не ходить. Если плохое зрение обязательно взять очки, придётся много читать
10169	7063	Миссия невыполнима: Племя изгоев	21763	2015-10-06 19:54:20.04439+03	Отличная часть! Напомнило первую миссию
10168	7292	Эверест	21763	2015-10-06 19:53:41.535538+03	Хороший фильм. Стоит сходить в кино
10166	6228	Призрак	71084	2015-10-06 09:41:00.736614+03	Фильм сказка ! Не ожидал от режисера, вышел с волшебным настроением. Прям горжусь хоть некоторыми отечественными фильмами.
10164	7432	Легенда	71071	2015-10-05 23:35:30.906564+03	Длинноват, но это не помеха отличному фильму
10163	7337	Бегущий в лабиринте: Испытание огнем	15284	2015-10-05 23:13:13.840297+03	Есть что-то из Last of us... Прям сцену как будто оттуда взяли. Это все, ради чего стоит смотреть.
10158	7337	Бегущий в лабиринте: Испытание огнем	52244	2015-10-05 18:36:35.753607+03	По-моему не хуже первой части
10156	7292	Эверест	18160	2015-10-05 14:11:37.349621+03	Слов нет! Сильнейший фильм, очень тяжелый, обязательно к просмотру
10155	7292	Эверест	71016	2015-10-05 12:02:11.018554+03	Фильм очень понравился. Рекомендовала знакомая, которая ходила на премьеру. Ни чуть не пожалел времени на просмотр, минут 5 после завершение сеанса в зале стояла абсолютная тишина, все расходились молча. Захотелось подробнее узнать о тех событиях, посмотреть, что писал Букреев, в фильме его роль значительно приуменьшена. Советую к просмотру.
10154	7422	Стажер	17982	2015-10-05 11:29:15.439695+03	честный наивняк, один раз не включая голову посмотреть можно
10152	7422	Стажер	69532	2015-10-04 23:34:21.434108+03	Хороший, добрый фильм. Советую сходить тем, кто устал от бесконечных боевиков 
10151	7292	Эверест	70984	2015-10-04 23:31:19.147974+03	Сильный фильм.
10148	7479	Воин	49158	2015-10-04 22:46:58.340353+03	Российский шедевр))))
10145	7290	Страшные сказки	70964	2015-10-04 21:09:39.923896+03	Не понятен смысл фильма
10143	7422	Стажер	37484	2015-10-04 20:51:30.352178+03	Только что посмотрел. Замечательная, лёгкая комедия) прекрасный способ провести романтический вечер с девушкой))
10142	7422	Стажер	20241	2015-10-04 20:25:15.722028+03	хороший фильм
10139	7337	Бегущий в лабиринте: Испытание огнем	70965	2015-10-04 19:44:24.186404+03	прочитавшие книги разочаруеются. нет ничего общего. любителям интересного экшена, уверен , понравится.
10136	7422	Стажер	70952	2015-10-04 19:11:29.376222+03	хороший, добрый фильм.
10128	6668	Миньоны	70958	2015-10-04 15:55:40.405712+03	Моим ребятишкам понравилось, я тоже похихикал, получили заряд хорошего настроения, а это основное, для чего мы на этот фильм ходили. Выходит, фильм со своей задачей справился, отсюда 5*
10126	7479	Воин	3681	2015-10-04 14:50:15.937716+03	Очень цепляет за душу. Жалко короткий. Можно было бы побольше боев поставить
10123	7422	Стажер	62083	2015-10-04 13:45:49.755125+03	Отличный фильм! Всем рекомендую!)
10112	7432	Легенда	70850	2015-10-04 08:41:32.694842+03	хороший фильм 
10099	7292	Эверест	70877	2015-10-03 21:29:46.448468+03	Отличный фильм! 5 баллов за историю из жизни.
10096	7479	Воин	70838	2015-10-03 20:41:08.178452+03	  этот фильм можно смотреть вечно 👍💪
10091	6668	Миньоны	33182	2015-10-03 20:31:57.120163+03	Лучший мультик 
10078	7422	Стажер	70304	2015-10-03 18:55:53.744064+03	Отличный фильм!!! Дениро класс!!! Must see!!!
10066	7422	Стажер	67852	2015-10-03 16:08:49.563273+03	Прекрасный, добрый фильм, коих в наше врем снимают очень мало. Невероятно трогательная история о том, что нельзя расставаться со своими мечтами и опускать руки!
10063	7432	Легенда	14017	2015-10-03 15:18:45.142971+03	Стандартное кино про гангстеров, но Том Харди бесподобен! 
10057	5417	Безумный Макс: Дорога ярости	55824	2015-10-03 11:47:25.841135+03	Отличный фильм! Гитарист божественен!
10056	7067	Марсианин	70774	2015-10-03 06:37:52.402007+03	После прочтения книги, очень не хватает эмоций на экране, постоянно ощущение, что режиссер куда спешит! Вырезано катастрофическое количество интересных моментов!  
10051	7432	Легенда	70768	2015-10-03 00:25:18.540027+03	Крутое кино)
10050	7292	Эверест	66564	2015-10-02 23:28:27.551055+03	Фильм красивый, когда показывают горы. Особенно в самом конце. Но всё же ожидала большего. Актеры подобраны отлично. 
10046	7422	Стажер	23427	2015-10-02 22:19:19.800464+03	Все на доброе кино!
10045	7292	Эверест	70756	2015-10-02 21:57:24.70119+03	Хорошая история. Жаль, что не в 3Д смотрели.
10044	7479	Воин	70756	2015-10-02 21:56:00.5451+03	Хороший фильм, школоте не понять. 4-ка — бои бы позрелищней!
10042	7422	Стажер	65032	2015-10-02 21:49:14.558511+03	Хороший, добрый фильм. 
10039	7292	Эверест	69506	2015-10-02 20:41:22.420268+03	Такой фильм, который должны посмотреть все, кто любит испытывать колоссально сильные эмоции после просмотра! Фильм тяжёлый, но стоит просмотра!
10036	7292	Эверест	70736	2015-10-02 18:39:16.037492+03	Супер фильм
10034	7385	Перевозчик: Наследие	70720	2015-10-02 16:46:07.154666+03	Скучно.... На наследие перевозчика не тянет
10033	7422	Стажер	70720	2015-10-02 16:45:16.338743+03	Не смотря на сильный состав и многообещающий сюжет, фильм скучный и затянутый. С середины ушли....
10031	7292	Эверест	54706	2015-10-02 01:16:31.289398+03	фильм супер!!! держит в напряжении по последнего кадра и при этом реальные события не искаверкали 
10027	7479	Воин	18160	2015-10-01 22:05:50.488974+03	Не хватило фильму углубления сюжета в тему между отношениями братьем. Осталось очень много вопросов после просмотра. И в очередной раз убедился в том, что в фильмы ни в коем случае не надо приглашать профессиональных спортсменов,хуже не сыграет никто
10026	7432	Легенда	42967	2015-10-01 21:08:54.46453+03	Сойдет :)
10022	7422	Стажер	46097	2015-10-01 16:11:37.887489+03	Классный позитивный фильм:)
10021	7066	Агенты А.Н.К.Л.	70632	2015-10-01 16:05:09.8466+03	Интересный весёлый фильм. 
10018	4021	Стражи Галактики	70607	2015-10-01 10:23:37.946464+03	Один из лучших фильмов Marvel! 
10007	6765	Мисс Переполох	15319	2015-09-30 22:40:28.477851+03	 
10004	7422	Стажер	4191	2015-09-30 21:28:04.42205+03	Очень понравился фильм 
9994	7292	Эверест	56419	2015-09-30 01:31:46.832777+03	👎хлам😔
9992	7422	Стажер	67641	2015-09-29 23:43:12.05266+03	Хороший умный фильм! Очень советую всем - кино вне времени и пола.
9991	7337	Бегущий в лабиринте: Испытание огнем	56507	2015-09-29 23:28:43.196323+03	Первая часть гораздо оригинальнее и интереснее. Очень много чего налепили
9990	4048	Люси	46097	2015-09-29 23:15:34.233274+03	Бессон уже не тот... Сильно скомкано. Ощущение, будто снимали по пересказу от третьих лиц... 
9989	3783	Восхождение Юпитер	46097	2015-09-29 23:14:17.369127+03	Довольно красиво снят, но сюжет слабоват. Люблю красивые фильмы, поэтому 5
9988	6286	Батальонъ	46097	2015-09-29 23:12:54.301725+03	Не люблю Российское кино, но этот понравился. Сильно, эмоционально 
9987	7041	Человек-муравей	46097	2015-09-29 23:11:18.570995+03	Неплохо, довольно динамично
9986	7292	Эверест	46097	2015-09-29 23:10:37.997726+03	Растянут и никакого экшна... Зато довольно реалистично, понравится фанатам гор
9981	3784	Годзилла	17781	2015-09-29 21:23:35.760891+03	В русском дубляже лучше не смотреть. 
9980	7292	Эверест	59213	2015-09-29 20:01:11.637829+03	ожидал большего. не тронул 
9979	7292	Эверест	36303	2015-09-29 19:57:26.145504+03	Пойдет на разок
9976	6981	Орлеан	70492	2015-09-29 17:15:13.907316+03	Тонкий китч, который кроется за трешовой комедией. Сравнение с Мастером и Маргаритой, конечно, громкое, т.к. Здесь больше заимствований, чем отсылок, но стёб зачетный. 
9975	7422	Стажер	50548	2015-09-29 16:40:15.287337+03	Доброе неспешное кино о жизни, о новом и старом, о жертвах ради мечты и ответственности. Парочкам и любителям ДеНиро рекомендуется.
9973	7337	Бегущий в лабиринте: Испытание огнем	18324	2015-09-29 10:45:39.298803+03	Оконцовка могла быть и по интереснее.
9972	7337	Бегущий в лабиринте: Испытание огнем	70275	2015-09-29 10:08:45.332929+03	Подвисает иногда. А так все ок.
9967	7292	Эверест	32836	2015-09-28 22:53:05.981362+03	Очень скучный фильм. Очень.
9961	7422	Стажер	64948	2015-09-28 21:27:13.96762+03	Слишко положительный 
9954	7337	Бегущий в лабиринте: Испытание огнем	28182	2015-09-28 13:11:51.780788+03	хороший фильм, но дико стало смахивать на Голодные игры :) 
9952	7422	Стажер	14017	2015-09-28 12:58:44.16433+03	Очень хороший и добрый фильм. Рекомендую! 
9950	7292	Эверест	60586	2015-09-28 12:17:48.26436+03	Потрясающе реалистичный фильм, рекомендую смотреть в IMAX
9948	7292	Эверест	65462	2015-09-28 00:18:27.220431+03	Сильный фильм!
9946	7292	Эверест	70331	2015-09-27 23:08:24.479028+03	Тяжелый фильм. Держит от начала и до конца. Супер!
9938	7292	Эверест	13504	2015-09-27 21:04:25.614247+03	В целом интересно и трагично. Немного затянуто начало.
9931	7337	Бегущий в лабиринте: Испытание огнем	70370	2015-09-27 19:24:59.172532+03	Нереальный фильм! Весь фильм-одна сплошная бомба-не предугадаешь где взорвётся. К просмотру обязательно👍 
9922	7337	Бегущий в лабиринте: Испытание огнем	64912	2015-09-27 15:21:53.376187+03	Половина фильма скучные, 
9918	7330	128 ударов сердца в минуту	61993	2015-09-27 14:41:19.981778+03	Филь просто супер
9916	7422	Стажер	19613	2015-09-27 14:37:15.63923+03	Отличный добрый фильм с хорошим юмором, пожалуй лучшая комедия этого года.
9913	6981	Орлеан	70201	2015-09-27 14:14:53.477214+03	не комедия, впечатление производит не однозначное, но сильное.
9910	7423	Врата тьмы	67745	2015-09-27 11:42:06.309878+03	Фильм так себе.. На одном дыхании его не посмотрели, больше хотелось спать. Самые интересные моменты были в конце. 
9909	7422	Стажер	66751	2015-09-27 11:33:13.71599+03	Отличный, добрый фильм, зал взрывается от юмора
9908	6999	Терминатор: Генезис	57384	2015-09-27 10:02:31.156011+03	 
9907	6871	Шпион	37106	2015-09-27 09:54:40.989779+03	Классная комедия
9906	7292	Эверест	37106	2015-09-27 09:54:01.127469+03	Фильм на 1 раз Без особого смысла
9905	7292	Эверест	70304	2015-09-27 09:52:08.555109+03	Сильное кино. Грустное. Must see!!! Я на Эверест не полезу!
9904	7337	Бегущий в лабиринте: Испытание огнем	70304	2015-09-27 09:51:09.660445+03	Либо темнота, либо песок. И все бегут. Это все о кино))) первая часть лучше была. 
9903	7422	Стажер	37241	2015-09-27 08:46:07.139927+03	Больше драма чем комедия
9900	4747	Бёрдмэн	45257	2015-09-27 01:47:23.655681+03	БредСивКэйвбл
9899	6403	Ч/Б	45257	2015-09-27 01:45:50.207267+03	Амстердам ;)
9898	7422	Стажер	70288	2015-09-27 00:57:59.717847+03	Приятная лёгкая сказка.
9896	7292	Эверест	70285	2015-09-27 00:31:58.114626+03	Отличный фильм! Весь фильм на одном дыхании, затянутых сцен нет, "соплей" нет. Замечательно отыграны "суровые люди, играющие со смертью". Не смотря на драматический сюжет фильм в целом позитивный, напоминает о вечных ценностях и "тщете будничной суеты".
9894	7423	Врата тьмы	65698	2015-09-26 23:21:42.300377+03	Хороший фильм))
9889	7422	Стажер	70273	2015-09-26 22:45:08.379583+03	Де Ниро красавчик, как всегда. Фильм для просмотра в теплом семейном кругу:)
9887	7292	Эверест	66013	2015-09-26 21:40:10.534773+03	Сильнейшее кино. 
9884	7423	Врата тьмы	70265	2015-09-26 21:27:32.565826+03	Полный отстой!!!
9880	7066	Агенты А.Н.К.Л.	70252	2015-09-26 20:11:13.307736+03	Саундтрек, сюжет -вышка!
9879	7431	Спасение	70251	2015-09-26 19:55:58.173681+03	В произведении Михаила Булгакова "Собачье сердце" замечательный персонаж - профессор Преображенский, с горечью констатировал: "Разруха не в клозетах, а в головах!" Подумайте сами. РУССКИЙ режиссёр на деньги РОССИЙСКОГО минкульта снял фильм о том, как КАТОЛИЧЕСКАЯ монахиня из ПОЛЬШИ поехала в ТИБЕТ и там какие-то АЗИАТСКИЕ искания псевдодуховные провела? Мне даже неудобно в приличном интеллигентном обществе вопрошать: а кто-нибудь в курсе православной духовности? Такие слова как "исихазм" говорят хоть чего-то? Имена Григория Паламы, Антония Великого (имён Сергия Радонежского и Нила Сорского не даю, ибо они слишком интегрированы в патриотический дискурс, хотя они о том же, что и Палама)? Не слышали? Почему я не удивлён...
9876	7422	Стажер	36592	2015-09-26 18:33:35.654688+03	Безумно добрый, немного сопливый. Де Ниро и Хэтувей на высоте.
9866	7292	Эверест	70195	2015-09-26 14:08:56.381247+03	Пол зала плакали, сильный фильм советую
9862	6668	Миньоны	37106	2015-09-26 12:44:49.066181+03	Я разочарован Хотя первые два фильма очень понравились
9857	7292	Эверест	44670	2015-09-26 03:41:49.399784+03	Советую всем посмотреть. Очень интересный. Самому захотелось на какую нибудь вершину взобраться.
9847	7292	Эверест	61676	2015-09-25 22:30:26.918428+03	 
